company_name,tradingsymbol,fiscal_year,current_assets,current_liabilities,inventory,total_liabilities,total_assets,total_debt,total_equity,net_profit,revenue,ebit,interest_expense,operating_cash_flow,free_cash_flow,eps
ATENPAPERS,ATENPAPERS,2020,1034.54,735.83,179.67,10434.18,4365.49,10029.47,237.93,1224.02,17667.09,1842.22,1045.94,925.0,828.31,4.6164
ATENPAPERS,ATENPAPERS,2021,1103.48,1667.48,171.52,12228.63,4562.06,11311.52,227.62,318.73,16944.01,629.46,1303.57,71.63,-35.37,3.1132
ATENPAPERS,ATENPAPERS,2022,1600.12,1441.05,189.91,13372.66,4617.56,12580.08,220.87,398.14,15686.36,785.25,657.76,38.39,-43.83,2.2604
ATENPAPERS,ATENPAPERS,2023,1483.35,1843.73,145.83,15084.63,4724.82,14070.58,201.94,-144.88,15467.11,-264.6,1484.51,-212.88,-452.89,-0.4558
ATGL,ATGL,2018,4275.32,4861.23,314.15,4080.21,15364.62,1406.54,12873.57,2038.25,11559.12,3878.79,108.39,2125.36,2036.23,31.4867
ATGL,ATGL,2019,5286.57,3498.66,631.41,3544.45,15191.33,1620.19,13004.75,1728.11,10986.04,2723.73,193.07,1924.41,1859.43,7.0063
ATGL,ATGL,2020,7408.2,3417.03,478.76,4534.43,16592.83,1766.52,12058.39,1436.56,10678.16,2515.36,178.58,1355.05,1323.35,7.6579
ATGL,ATGL,2021,6892.26,6485.38,1371.96,5610.52,16514.06,2043.56,11624.69,612.62,10210.52,1069.39,203.79,454.84,347.42,2.3532
ATGL,ATGL,2022,6613.05,4399.94,505.8,7004.71,18037.5,2222.02,11032.78,235.75,9382.54,332.9,238.17,67.08,-140.11,1.1741
ATGL,ATGL,2023,7556.94,6298.76,1060.35,8187.64,18748.87,2447.41,10561.22,-161.86,8883.82,-293.25,231.46,-281.34,-299.88,-0.9313
ATHARVENT,ATHARVENT,2018,3562.65,1848.9,417.51,9503.12,11156.16,7980.69,1653.04,464.35,12951.96,669.31,884.04,497.88,452.59,1.6358
ATHARVENT,ATHARVENT,2019,3168.92,2003.57,487.09,10338.68,11434.77,9236.72,1551.78,410.95,12694.83,771.11,1040.34,397.05,248.16,3.0716
ATHARVENT,ATHARVENT,2020,4640.87,3341.72,695.39,12492.89,12165.71,10654.94,1458.94,312.16,12018.46,583.15,807.63,197.31,14.65,1.3239
ATHARVENT,ATHARVENT,2021,4141.26,3370.74,388.01,14478.99,12464.94,12625.08,1386.93,-386.45,11707.79,-738.03,1028.14,-595.66,-825.22,-11.8671
ATHARVENT,ATHARVENT,2022,5265.24,4192.41,1089.25,15485.62,12788.26,13179.79,1300.55,-81.62,11184.46,-134.96,1188.64,-135.84,-199.79,-0.3628
ATHARVENT,ATHARVENT,2023,3982.5,3489.07,806.07,16583.76,13583.29,14664.77,1260.9,-651.84,10831.32,-1013.95,1726.24,-768.28,-784.47,-3.3086
ATHCON,ATHCON,2018,2070.93,1175.04,412.34,6393.2,6658.29,5234.4,265.09,1142.38,1634.76,2159.72,276.26,756.54,627.11,5.0093
ATHCON,ATHCON,2019,1725.05,1257.39,358.13,7237.4,6755.0,6545.83,232.88,1089.44,1575.84,2126.56,390.74,1228.94,1018.18,4.584
ATHCON,ATHCON,2020,2097.31,2101.22,374.37,8793.73,6848.01,7638.06,222.48,897.84,1506.56,1665.77,535.6,533.56,351.49,3.0528
ATHCON,ATHCON,2021,2728.08,2607.2,573.13,9716.18,7190.69,8282.22,218.73,-152.93,1325.46,-304.88,658.28,-324.77,-377.64,-0.4716
ATHCON,ATHCON,2022,2817.51,1752.89,557.06,10264.45,7197.67,9300.36,212.42,431.34,1326.42,858.31,679.8,223.62,32.91,1.439
ATHCON,ATHCON,2023,2003.6,1850.99,151.75,11065.63,7334.74,10047.58,197.14,-172.04,1288.24,-270.35,691.71,-459.62,-486.27,-1.2516
ATHENAGLO,ATHENAGLO,2018,5206.18,4381.71,343.92,7010.03,18199.71,4600.09,11713.16,1948.82,19368.57,3217.19,269.69,2598.76,2488.75,12.4173
ATHENAGLO,ATHENAGLO,2019,5717.39,3433.38,1006.14,7513.97,18605.05,5013.01,11091.09,1802.81,19463.04,3685.59,408.66,2386.08,2301.46,5.2465
ATHENAGLO,ATHENAGLO,2020,6287.47,4909.13,972.65,8837.4,18825.98,6137.38,10836.32,1472.71,18564.96,2085.14,596.27,1504.55,1261.53,5.0593
ATHENAGLO,ATHENAGLO,2021,6860.94,7891.69,1560.96,10893.14,19839.24,6552.7,9696.35,398.82,16846.64,559.34,724.66,371.45,172.96,1.1898
ATHENAGLO,ATHENAGLO,2022,7295.79,9446.19,1653.6,12608.55,20840.71,7413.15,9345.07,90.12,16487.72,154.09,451.52,-120.38,-154.91,0.286
ATHENAGLO,ATHENAGLO,2023,5457.49,8326.02,489.75,12564.12,21047.36,7984.81,8803.47,-67.77,16115.66,-107.33,951.4,-160.11,-249.59,-0.3091
ATHERENERG,ATHERENERG,2018,5864.72,5613.96,1123.14,10235.12,20628.29,7147.44,12680.23,229.13,16419.43,369.48,527.29,275.41,232.3,0.6889
ATHERENERG,ATHERENERG,2019,5401.46,4545.76,738.23,10502.05,21254.18,8001.88,11699.52,195.67,15618.14,396.41,571.88,181.3,-14.41,1.3887
ATHERENERG,ATHERENERG,2020,8325.76,4022.08,906.82,11376.77,21454.29,9164.63,11913.45,162.19,15466.18,247.87,814.4,107.54,-33.34,0.6251
ATHERENERG,ATHERENERG,2021,6253.86,7359.97,736.85,14115.29,21875.27,10067.31,10251.03,-83.79,14654.09,-169.7,958.1,-296.46,-531.33,-0.2463
ATHERENERG,ATHERENERG,2022,7244.39,9511.09,679.97,16472.51,22794.79,11241.41,10014.7,-529.52,14425.79,-1093.66,1280.87,-655.08,-859.64,-1.6528
ATHERENERG,ATHERENERG,2023,7561.17,5593.76,935.42,15319.7,24346.94,12243.14,10594.53,-277.4,13216.94,-556.77,1171.54,-550.42,-708.45,-1.1123
ATIL,ATIL,2018,5197.36,3964.99,678.13,5394.09,12718.84,3213.34,7726.54,768.52,3592.53,1473.35,337.8,803.32,681.5,2.8675
ATIL,ATIL,2019,5697.97,2342.7,925.2,5648.91,13071.31,3902.99,7422.4,666.65,3401.96,1237.35,416.49,645.32,484.4,4.5846
ATIL,ATIL,2020,4713.26,3234.36,453.84,6344.57,13209.6,4536.59,6865.03,537.93,3411.24,1055.44,503.12,470.41,421.36,2.7538
ATIL,ATIL,2021,3738.39,4031.79,591.02,7308.72,14023.57,5091.24,6728.03,214.29,3311.58,321.78,548.04,164.1,137.8,1.2818
ATIL,ATIL,2022,4639.27,5384.44,718.5,8531.01,14285.12,5569.56,6087.01,-377.95,3145.02,-595.0,435.82,-537.76,-645.08,-1.5931
ATIL,ATIL,2023,6568.89,3511.86,795.72,9125.98,14846.97,5987.8,5721.0,-112.72,2921.36,-197.27,364.41,-241.73,-303.89,-0.3575
ATISHAY,ATISHAY,2018,2054.92,2469.1,318.58,12869.89,7794.58,11511.89,243.82,828.44,16298.79,1501.52,1120.17,912.27,786.8,19.6596
ATISHAY,ATISHAY,2019,2412.56,1900.6,359.79,14407.01,7901.79,13361.68,246.02,750.41,15683.33,1550.22,890.14,635.59,583.63,2.898
ATISHAY,ATISHAY,2020,2979.0,1983.16,475.23,16399.79,8414.59,15309.05,241.21,605.15,15567.85,1137.17,1518.67,739.87,650.09,4.3084
ATISHAY,ATISHAY,2021,2266.12,1785.77,317.32,17854.58,8113.22,16872.4,214.24,349.56,15168.25,687.11,1570.01,78.9,56.35,1.0817
ATISHAY,ATISHAY,2022,1979.43,2193.23,391.49,20002.91,8744.5,18796.63,207.15,-252.42,14018.03,-504.85,2082.75,-231.33,-438.48,-0.8868
ATISHAY,ATISHAY,2023,2979.47,1974.86,383.94,21857.09,8931.6,20770.92,207.3,-400.42,12372.8,-717.97,1150.6,-463.02,-531.85,-8.5987
ATL,ATL,2018,4943.14,2399.61,526.77,11342.98,12376.55,9606.22,1033.57,445.93,18161.52,676.13,714.16,364.64,149.3,1.469
ATL,ATL,2019,3857.81,2870.74,729.56,13543.93,12983.75,11965.02,926.61,389.45,17141.6,789.56,609.31,390.77,266.21,1.1152
ATL,ATL,2020,5055.55,2103.57,451.2,14119.2,13102.79,12962.23,901.34,319.17,17015.33,491.69,1250.73,399.83,245.05,1.951
ATL,ATL,2021,3828.3,2873.99,348.22,16486.24,13395.48,14905.54,871.75,-61.1,15888.22,-124.03,969.94,-90.68,-220.08,-0.2316
ATL,ATL,2022,3824.68,4094.35,707.76,18310.14,13959.3,16058.25,809.53,-689.42,15302.05,-1332.04,1503.69,-666.41,-869.36,-5.6285
ATL,ATL,2023,4503.79,5432.71,852.46,20842.8,14193.74,17854.82,757.6,-690.65,14340.79,-1389.44,1940.3,-772.46,-856.48,-11.9583
ATLANTAA,ATLANTAA,2018,5304.02,2566.46,996.58,7786.76,13490.34,6375.21,6031.24,1359.04,20188.05,1958.8,565.08,1522.67,1333.51,15.3254
ATLANTAA,ATLANTAA,2019,3447.53,4433.21,776.43,10006.6,14055.48,7568.34,5600.29,1288.89,18405.81,2636.67,349.66,1720.33,1569.05,7.5705
ATLANTAA,ATLANTAA,2020,3574.04,4760.18,243.63,10979.16,14497.06,8361.06,5558.18,987.92,17817.92,1523.26,938.9,942.61,748.38,2.9892
ATLANTAA,ATLANTAA,2021,4231.34,4761.62,703.57,12027.13,14782.33,9408.23,5112.87,174.1,17549.77,250.13,427.91,-66.42,-253.73,1.0638
ATLANTAA,ATLANTAA,2022,4457.26,6569.0,809.39,14222.16,15451.95,10609.21,4978.88,44.69,16017.76,81.52,727.93,-204.84,-249.4,1.0196
ATLANTAA,ATLANTAA,2023,4545.76,5963.52,967.64,14524.02,15132.08,11244.09,4944.09,-399.2,15212.97,-686.57,935.3,-368.66,-388.53,-6.7392
ATLANTAELE,ATLANTAELE,2018,3648.35,1995.02,306.43,8390.58,10514.63,7293.31,2315.16,349.4,21560.98,590.16,461.84,450.09,399.76,2.4528
ATLANTAELE,ATLANTAELE,2019,4454.72,3427.36,937.82,10273.0,10625.74,8387.96,2256.97,299.73,21313.16,605.25,668.45,188.4,-41.7,3.7786
ATLANTAELE,ATLANTAELE,2020,4045.12,2387.69,669.24,10609.3,11351.12,9296.07,2184.25,238.18,20300.76,418.59,702.44,257.69,112.41,1.1374
ATLANTAELE,ATLANTAELE,2021,4092.66,4086.48,604.36,13094.96,11969.77,10847.39,2042.33,97.6,19591.98,170.75,1244.27,-64.86,-149.34,1.9037
ATLANTAELE,ATLANTAELE,2022,3477.29,3792.66,585.27,14127.72,11748.46,12041.76,1902.82,-274.16,18029.85,-493.72,1052.46,-591.44,-658.86,-1.7073
ATLANTAELE,ATLANTAELE,2023,4375.24,4625.63,295.33,15441.17,12615.26,12897.08,1983.21,-369.85,16746.04,-652.56,1439.08,-383.05,-443.33,-1.6857
ATLASCYCLE,ATLASCYCLE,2018,2581.16,3173.72,286.64,9502.26,10411.53,7756.71,2322.35,1271.06,17803.48,1984.25,666.79,819.12,752.22,6.2632
ATLASCYCLE,ATLASCYCLE,2019,2805.25,3088.5,503.41,11330.61,10978.84,9631.94,2223.59,1172.46,16854.77,2322.71,1014.99,1335.36,1319.32,3.8549
ATLASCYCLE,ATLASCYCLE,2020,3322.33,2070.69,671.14,11037.26,11514.67,9898.38,2098.5,974.98,16360.31,1517.12,954.1,1195.65,983.1,16.9773
ATLASCYCLE,ATLASCYCLE,2021,3484.81,2903.39,777.87,13681.37,11812.66,12084.5,1961.02,-64.41,15328.17,-100.66,955.61,-104.28,-311.33,-0.6604
ATLASCYCLE,ATLASCYCLE,2022,2726.49,3088.41,326.36,14035.86,12267.02,12337.23,1815.64,-180.73,15064.81,-259.31,631.17,-207.16,-359.49,-1.0561
ATLASCYCLE,ATLASCYCLE,2023,2849.27,5332.12,493.2,17004.88,12446.47,14072.22,1852.6,-372.41,13498.57,-524.93,878.07,-685.71,-771.76,-1.2509
ATUL,ATUL,2018,2336.68,1383.12,513.44,3887.96,8078.1,1890.14,4190.14,674.1,4344.01,1042.83,88.89,383.86,287.33,12.0991
ATUL,ATUL,2019,3013.29,2017.93,529.58,4310.57,8061.17,2304.1,3750.6,569.39,4091.91,930.41,149.38,465.85,325.74,2.6154
ATUL,ATUL,2020,2650.82,2008.45,201.75,5203.74,8687.94,2422.37,3484.21,489.95,3976.5,755.89,160.32,512.3,302.69,2.9789
ATUL,ATUL,2021,2063.91,1806.83,363.8,5219.93,8743.15,2761.65,3523.22,-384.48,3598.83,-541.33,236.52,-364.44,-543.78,-1.2602
ATUL,ATUL,2022,3089.93,1833.74,468.91,5505.34,8972.98,3102.06,3467.64,131.25,3675.62,203.5,169.06,-38.57,-78.32,0.8262
ATUL,ATUL,2023,3005.67,3535.59,652.11,6268.58,9631.5,3420.38,3362.91,-380.95,3335.8,-697.72,406.92,-449.69,-697.35,-1.6732
ATULAUTO,ATULAUTO,2018,1799.15,1315.19,405.01,3272.23,5422.61,2530.61,2150.38,1765.68,14939.39,3698.86,294.29,2362.16,2245.48,6.5312
ATULAUTO,ATULAUTO,2019,1649.34,1856.36,199.03,3982.41,5769.35,2961.41,1947.67,1523.05,14724.38,2589.66,238.71,1389.89,1323.17,18.0886
ATULAUTO,ATULAUTO,2020,2076.92,1086.48,417.83,3969.78,5875.97,3372.22,1921.48,1264.12,13892.57,2058.32,247.54,1444.09,1400.83,6.7109
ATULAUTO,ATULAUTO,2021,2570.54,1403.92,233.73,4680.55,6119.54,3908.39,1780.34,802.8,13154.2,1224.87,335.66,324.46,132.12,2.3315
ATULAUTO,ATULAUTO,2022,1927.0,2064.48,310.6,5399.92,5964.83,4264.45,1607.3,-217.02,12539.02,-406.91,323.12,-452.82,-484.88,-2.8902
ATULAUTO,ATULAUTO,2023,1583.59,2012.94,294.52,5750.81,6560.07,4643.69,1573.03,83.02,11877.75,117.2,486.39,-147.92,-295.11,0.3225
ATVOENT,ATVOENT,2018,1127.55,1346.18,255.45,9617.94,4813.24,8877.54,251.6,610.75,18837.48,1219.5,870.9,698.56,547.4,13.4042
ATVOENT,ATVOENT,2019,1447.34,1593.89,125.62,11332.36,5078.5,10455.72,239.01,518.23,18067.23,728.14,1019.22,577.32,372.32,2.1774
ATVOENT,ATVOENT,2020,1939.05,859.84,431.17,12255.94,5064.5,11783.02,219.28,447.87,16186.82,669.42,1213.21,536.7,432.3,2.9408
ATVOENT,ATVOENT,2021,1363.62,2059.54,198.84,14136.46,5418.7,13003.72,223.39,232.41,15729.64,358.81,1465.55,38.27,-92.17,0.6717
ATVOENT,ATVOENT,2022,1487.01,1227.52,165.69,15636.22,5638.35,14961.08,208.28,-127.6,15865.45,-223.73,1181.67,-337.91,-575.44,-0.6749
ATVOENT,ATVOENT,2023,2244.69,1839.11,167.23,17100.6,5691.29,16089.09,195.64,23.87,14656.74,50.03,1928.86,-270.86,-488.54,0.1637
ATVPR,ATVPR,2018,783.22,656.87,146.31,5971.05,3003.9,5609.78,246.02,1659.37,4964.05,2989.43,296.07,941.73,711.14,6.2886
ATVPR,ATVPR,2019,739.62,500.65,75.56,6804.48,2905.09,6529.13,236.39,1483.49,4613.38,2726.16,500.85,1365.87,1263.74,5.2671
ATVPR,ATVPR,2020,1298.31,711.65,151.62,7812.63,3060.53,7421.22,230.34,1237.48,4517.28,1900.33,776.5,1000.73,971.48,4.1372
ATVPR,ATVPR,2021,1064.49,1302.5,177.6,8709.2,3217.7,7992.82,216.99,126.69,4266.6,244.39,704.7,88.27,-145.24,0.6224
ATVPR,ATVPR,2022,1020.52,915.6,207.07,9373.74,3241.45,8870.16,222.66,128.44,4071.7,258.48,770.25,-67.19,-142.02,0.4336
ATVPR,ATVPR,2023,1404.39,1109.47,195.25,10652.53,3379.73,10042.32,195.04,-300.52,3803.97,-543.32,549.76,-530.48,-672.35,-5.2358
AUBANK,AUBANK,2018,4948.02,3615.13,1104.22,10859.41,11301.79,8871.08,1468.64,1793.96,3785.05,2858.24,1058.54,1365.95,1281.23,5.9871
AUBANK,AUBANK,2019,4490.47,3191.3,871.2,11963.32,11622.31,10208.1,1403.33,1570.81,3464.98,2492.07,875.82,1541.68,1370.87,9.1523
AUBANK,AUBANK,2020,5340.29,3787.79,1117.61,13801.95,11907.32,11718.67,1355.49,1229.66,3450.75,2014.5,1038.82,1466.13,1265.05,15.039
AUBANK,AUBANK,2021,4444.91,2582.8,986.43,14680.28,12537.47,13259.74,1336.82,887.06,3391.49,1356.93,1090.66,895.53,723.17,3.2343
AUBANK,AUBANK,2022,5183.28,2777.02,1149.45,16378.91,12566.74,14851.55,1283.13,700.01,2997.82,1117.36,1743.55,490.03,304.77,4.3546
AUBANK,AUBANK,2023,4789.93,4195.92,532.64,18154.82,12946.32,15847.06,1183.26,-399.33,2823.06,-789.73,1897.77,-547.63,-723.94,-3.8209
AURIONPRO,AURIONPRO,2018,1045.0,827.66,100.67,4736.44,2503.86,4281.23,251.49,1789.9,7820.34,2516.89,197.7,2369.69,2305.81,5.4646
AURIONPRO,AURIONPRO,2019,705.58,627.13,120.13,5526.37,2369.48,5181.45,234.56,1595.77,7634.82,2444.34,258.75,1798.26,1704.86,34.892
AURIONPRO,AURIONPRO,2020,789.99,515.77,53.71,6141.05,2519.65,5857.37,233.75,1233.77,7116.6,1741.95,317.49,1262.92,1070.36,10.0205
AURIONPRO,AURIONPRO,2021,724.77,933.27,82.43,7028.45,2646.08,6515.15,227.16,736.91,6422.22,1101.43,691.61,647.66,432.17,9.7932
AURIONPRO,AURIONPRO,2022,1117.9,1174.83,240.88,7887.47,2665.81,7241.31,216.27,602.14,6269.29,1158.64,658.9,347.97,205.87,1.7865
AURIONPRO,AURIONPRO,2023,1186.31,794.61,162.47,8282.01,2817.99,7844.98,197.23,126.82,5999.38,236.19,592.77,-3.1,-182.78,1.0801
AUROLAB,AUROLAB,2018,6487.12,6353.76,902.41,9495.61,19018.4,6001.04,12713.92,1930.12,8792.66,3179.39,586.63,1445.29,1350.52,7.5693
AUROLAB,AUROLAB,2019,8698.49,6055.33,1097.28,10315.86,19998.17,6985.43,12222.92,1603.3,8325.69,2342.7,828.15,1504.23,1341.29,7.1157
AUROLAB,AUROLAB,2020,7115.33,4652.45,866.02,10419.77,21480.38,7860.93,11867.66,1312.74,7873.33,2478.12,639.22,1034.52,949.26,13.5089
AUROLAB,AUROLAB,2021,9044.35,5741.17,1157.72,11914.13,21303.64,8756.48,11543.2,523.63,7518.6,891.28,1011.05,268.09,97.83,2.5951
AUROLAB,AUROLAB,2022,5822.39,7373.15,738.12,13845.61,22017.58,9790.38,10822.22,568.54,7257.07,889.94,503.92,502.87,293.87,3.881
AUROLAB,AUROLAB,2023,9135.06,10304.28,1998.16,16521.14,22492.62,10853.78,9990.21,492.66,6680.64,846.75,1057.43,263.5,87.75,3.7459
AUROPHARMA,AUROPHARMA,2018,5205.47,6125.83,460.62,12596.1,20136.26,9226.9,9480.25,210.7,15487.21,405.98,875.46,279.92,44.47,1.1959
AUROPHARMA,AUROPHARMA,2019,9612.9,3625.8,1844.8,12976.56,21416.59,10982.37,9208.12,182.02,14914.63,339.01,1208.42,187.74,63.1,0.8076
AUROPHARMA,AUROPHARMA,2020,8842.31,6513.27,553.85,16005.6,21238.08,12423.3,8450.96,143.69,14211.99,223.48,633.58,133.61,67.39,0.5831
AUROPHARMA,AUROPHARMA,2021,7711.82,8500.87,1135.42,18299.55,22945.63,13624.07,8409.23,-665.16,13077.13,-1031.31,717.41,-729.89,-812.61,-8.1988
AUROPHARMA,AUROPHARMA,2022,6933.48,5260.27,1063.9,18071.41,22836.28,15178.26,7911.97,-496.37,12421.0,-749.07,1567.68,-463.72,-518.83,-4.3687
AUROPHARMA,AUROPHARMA,2023,10187.18,10175.24,748.11,22383.91,22813.55,16787.53,7042.61,-232.11,12217.77,-405.59,1845.0,-308.92,-363.61,-1.5605
AURUM,AURUM,2018,4316.95,3816.82,513.63,8895.85,18125.28,6796.61,10535.08,2017.56,4107.46,2959.91,644.45,1220.34,1084.85,8.8536
AURUM,AURUM,2019,7745.52,6085.78,868.27,11214.33,18498.97,7867.16,9622.04,1684.71,3862.61,3360.24,773.94,1116.88,952.08,5.7228
AURUM,AURUM,2020,4937.2,5230.93,794.9,11685.6,19996.53,8808.58,8896.17,1452.83,3686.21,2859.53,921.95,1340.59,1231.85,27.0845
AURUM,AURUM,2021,5123.8,6929.83,842.88,13471.19,20202.87,9659.79,8555.28,358.32,3661.87,732.86,659.07,12.36,-95.03,1.1101
AURUM,AURUM,2022,6343.03,5454.08,415.33,14304.33,20866.3,11304.58,8281.08,814.99,3449.81,1159.54,578.17,690.45,493.81,3.7944
AURUM,AURUM,2023,5657.12,5198.63,881.47,15090.18,21323.31,12230.93,8484.46,393.75,3145.55,590.28,1157.83,85.48,21.12,4.9318
AUSOMENT,AUSOMENT,2018,4886.57,3882.42,455.71,13045.62,12977.13,10910.29,244.41,1367.43,2184.04,2648.86,1216.1,1830.83,1779.69,9.4939
AUSOMENT,AUSOMENT,2019,5427.43,4587.98,932.89,15550.14,13884.88,13026.75,230.42,1133.49,2047.56,2017.68,1320.92,1275.51,1089.78,6.9261
AUSOMENT,AUSOMENT,2020,6549.88,4430.6,1039.09,17107.13,14712.09,14670.3,234.98,1046.48,1970.75,1753.12,1053.9,1173.3,1114.55,4.0684
AUSOMENT,AUSOMENT,2021,6360.84,5646.45,640.62,19665.59,14763.15,16560.04,217.83,78.9,1918.78,147.17,1836.42,-152.09,-276.64,2.4923
AUSOMENT,AUSOMENT,2022,3270.8,2666.08,247.65,19929.27,14320.72,18462.93,213.47,374.04,1832.87,753.34,1570.14,280.16,79.36,2.0592
AUSOMENT,AUSOMENT,2023,4408.68,4936.1,509.91,21968.16,15464.44,19253.31,204.88,42.15,1749.12,80.52,1087.11,-132.34,-251.11,0.4967
AUSTENG,AUSTENG,2018,4376.05,3165.53,462.01,11073.14,11297.8,9332.1,1093.89,693.79,5286.25,1053.71,753.14,454.19,330.8,3.9785
AUSTENG,AUSTENG,2019,4769.96,2234.84,986.68,11906.17,12187.89,10677.0,1047.95,591.12,5203.85,855.13,860.02,583.99,351.32,1.7164
AUSTENG,AUSTENG,2020,5446.95,3012.52,827.72,13915.11,12258.97,12258.22,951.15,493.49,4739.31,970.76,1438.85,599.09,438.05,1.7425
AUSTENG,AUSTENG,2021,4604.62,4678.36,675.59,15849.49,12936.21,13276.39,963.56,266.99,4739.48,524.52,928.67,108.29,60.87,1.2637
AUSTENG,AUSTENG,2022,4903.08,3824.84,789.85,17189.35,13980.0,15085.69,978.03,-42.45,4425.98,-82.06,1044.15,-266.61,-434.41,-0.1568
AUSTENG,AUSTENG,2023,3449.3,3062.03,209.09,18422.42,13714.41,16738.31,862.59,-192.99,4069.96,-288.23,1819.17,-419.34,-493.83,-0.7321
AUSTERE,AUSTERE,2018,3025.35,3278.04,183.14,9385.28,12813.92,7199.2,3428.64,1071.85,6408.99,1820.55,447.68,627.01,569.84,3.227
AUSTERE,AUSTERE,2019,5177.26,3909.37,832.32,10728.16,13024.47,8578.01,3324.69,880.53,6466.9,1261.97,857.22,1120.74,1057.0,7.4502
AUSTERE,AUSTERE,2020,3060.58,2983.06,353.11,11453.55,13611.73,9812.86,3129.03,763.93,5963.76,1227.24,1116.08,543.18,454.52,12.3036
AUSTERE,AUSTERE,2021,3409.76,4828.63,329.73,13146.22,13800.04,10490.48,2988.19,78.35,5637.28,150.43,877.42,37.06,-86.68,0.2385
AUSTERE,AUSTERE,2022,3470.97,4115.31,341.19,14206.47,14747.83,11943.05,2844.93,-365.42,5058.59,-541.57,1081.98,-405.5,-470.95,-2.0292
AUSTERE,AUSTERE,2023,3656.39,6202.2,304.91,16681.2,14733.9,13269.99,2724.16,-63.76,4916.91,-115.14,1462.56,-333.29,-566.84,-1.4639
AUTOAXLES,AUTOAXLES,2018,1006.49,961.43,184.42,9653.33,3558.49,9124.55,238.99,1852.76,22246.17,3675.88,1005.03,2464.13,2377.11,24.2444
AUTOAXLES,AUTOAXLES,2019,1142.57,1024.97,208.6,11451.52,3598.6,10887.79,241.48,1591.09,22149.73,2902.24,1063.76,1993.29,1956.47,8.8017
AUTOAXLES,AUTOAXLES,2020,1271.02,1020.0,275.91,12927.18,3919.13,12366.18,240.59,1350.11,20203.16,2083.13,989.76,881.03,745.46,7.478
AUTOAXLES,AUTOAXLES,2021,1797.77,1301.03,295.78,14797.08,4047.55,14081.51,204.29,476.15,19885.16,682.9,1658.69,461.02,420.56,2.778
AUTOAXLES,AUTOAXLES,2022,1813.94,1032.69,321.58,16499.48,4118.17,15931.5,209.3,37.33,18191.98,60.4,1210.56,-266.02,-364.25,0.3102
AUTOAXLES,AUTOAXLES,2023,1807.2,1496.0,266.48,18164.5,4329.23,17341.71,192.55,230.78,17040.39,458.85,968.52,-79.47,-138.53,1.4508
AUTOBEES,AUTOBEES,2018,733.4,606.58,150.86,9135.13,2567.17,8801.51,263.46,892.17,3698.42,1646.35,940.22,880.72,822.02,5.9136
AUTOBEES,AUTOBEES,2019,790.08,466.36,106.39,10469.24,2553.78,10212.74,218.83,834.27,3477.28,1665.15,1180.07,1057.41,851.48,4.8431
AUTOBEES,AUTOBEES,2020,1127.34,911.2,252.51,11753.55,2744.07,11252.39,222.3,705.63,3377.8,1021.43,1041.23,500.37,271.62,12.8341
AUTOBEES,AUTOBEES,2021,990.59,1230.82,133.6,13401.35,2874.03,12724.4,218.21,339.03,3260.89,632.5,1009.89,56.18,19.11,2.9039
AUTOBEES,AUTOBEES,2022,992.67,1018.79,117.44,14824.73,2811.84,14264.39,218.72,-152.87,2957.73,-289.93,1361.88,-439.14,-530.36,-1.3921
AUTOBEES,AUTOBEES,2023,1131.64,1198.18,109.58,16471.67,3001.81,15812.67,196.91,-45.48,2922.94,-66.78,1800.85,-128.64,-201.75,-0.4712
AUTOIETF,AUTOIETF,2018,7851.15,5229.23,1638.09,8285.31,18229.93,5409.24,11415.92,335.57,16522.72,547.9,536.78,418.95,217.13,2.6221
AUTOIETF,AUTOIETF,2019,5663.47,3035.67,818.94,8018.09,18144.9,6348.48,11216.68,282.16,15641.02,434.54,469.84,226.77,37.19,1.1235
AUTOIETF,AUTOIETF,2020,4514.56,6298.98,585.83,10543.68,20131.64,7079.24,9983.98,234.6,14923.97,336.44,433.59,136.74,21.35,1.6531
AUTOIETF,AUTOIETF,2021,8728.89,6509.9,1562.31,11787.15,20086.83,8206.7,9812.87,-231.7,14106.01,-380.9,875.17,-346.2,-491.44,-0.906
AUTOIETF,AUTOIETF,2022,8581.24,5306.04,957.23,12063.25,21582.72,9142.18,9519.47,-708.39,12863.77,-1242.56,1024.23,-856.97,-887.49,-2.515
AUTOIETF,AUTOIETF,2023,6648.09,8206.76,1250.03,14644.39,21764.68,10130.67,8558.99,-552.64,12484.45,-888.21,688.5,-763.35,-878.26,-2.845
AUTOIND,AUTOIND,2018,4103.26,2942.86,765.78,3345.2,13507.54,1726.63,10541.99,1587.81,1936.24,2702.66,155.09,1853.53,1633.76,25.2764
AUTOIND,AUTOIND,2019,4079.43,4873.31,437.12,5006.2,14577.43,1966.67,9571.23,1339.88,1781.43,2031.86,123.31,802.38,778.04,11.8288
AUTOIND,AUTOIND,2020,6361.24,2356.7,1096.55,4875.6,14587.06,2214.36,9711.46,1077.55,1747.86,2142.85,207.35,836.81,743.47,11.521
AUTOIND,AUTOIND,2021,4765.56,6772.13,851.23,6445.85,15408.66,2434.58,8962.81,400.49,1594.66,672.25,222.86,197.68,106.55,3.3585
AUTOIND,AUTOIND,2022,3618.53,5299.57,400.78,7581.91,16285.32,2824.07,8703.41,-179.24,1597.65,-273.81,152.95,-300.38,-436.06,-1.7804
